reference_designator,stream_name
CE01ISSM-RID16-07-NUTNRB000,nutnr_b_dcl_conc_metadata_recovered
CE01ISSM-RID16-07-NUTNRB000,nutnr_b_dcl_dark_conc_instrument
CE01ISSM-RID16-07-NUTNRB000,nutnr_b_dcl_dark_conc_instrument_recovered
CE01ISSM-RID16-07-NUTNRB000,nutnr_b_instrument_recovered
CE01ISSM-RID16-07-NUTNRB000,nutnr_b_metadata_recovered
CE01ISSM-RID16-08-SPKIRB000,spkir_abj_dcl_instrument
CE01ISSM-RID16-08-SPKIRB000,spkir_abj_dcl_instrument_recovered
CE01ISSM-SBD17-01-MOPAK0000,mopak_o_dcl_accel
CE01ISSM-SBD17-01-MOPAK0000,mopak_o_dcl_accel_recovered
CE01ISSM-SBD17-01-MOPAK0000,mopak_o_dcl_rate
CE01ISSM-SBD17-01-MOPAK0000,mopak_o_dcl_rate_recovered
CE01ISSM-SBD17-04-VELPTA000,velpt_ab_dcl_diagnostics
CE01ISSM-SBD17-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata
CE01ISSM-SBD17-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata_recovered
CE01ISSM-SBD17-04-VELPTA000,velpt_ab_dcl_diagnostics_recovered
CE01ISSM-SBD17-04-VELPTA000,velpt_ab_dcl_instrument
CE01ISSM-SBD17-04-VELPTA000,velpt_ab_dcl_instrument_recovered
CE01ISSM-SBD17-04-VELPTA000,velpt_ab_diagnostics_metadata_recovered
CE01ISSM-SBD17-04-VELPTA000,velpt_ab_diagnostics_recovered
CE01ISSM-SBD17-04-VELPTA000,velpt_ab_instrument_metadata_recovered
CE01ISSM-SBD17-04-VELPTA000,velpt_ab_instrument_recovered
CE01ISSP-SP001-02-DOSTAJ000,dosta_abcdjm_cspp_instrument
CE01ISSP-SP001-02-DOSTAJ000,dosta_abcdjm_cspp_instrument_recovered
CE01ISSP-SP001-02-DOSTAJ000,dosta_abcdjm_cspp_metadata
CE01ISSP-SP001-02-DOSTAJ000,dosta_abcdjm_cspp_metadata_recovered
CE01ISSP-SP001-04-OPTAAJ000,optaa_dj_cspp_instrument
CE01ISSP-SP001-04-OPTAAJ000,optaa_dj_cspp_instrument_recovered
CE01ISSP-SP001-04-OPTAAJ000,optaa_dj_cspp_metadata
CE01ISSP-SP001-04-OPTAAJ000,optaa_dj_cspp_metadata_recovered
CE01ISSP-SP001-05-VELPTJ000,velpt_j_cspp_instrument
CE01ISSP-SP001-05-VELPTJ000,velpt_j_cspp_instrument_recovered
CE01ISSP-SP001-05-VELPTJ000,velpt_j_cspp_metadata
CE01ISSP-SP001-05-VELPTJ000,velpt_j_cspp_metadata_recovered
CE01ISSP-SP001-06-NUTNRJ000,nutnr_j_cspp_dark_instrument
CE01ISSP-SP001-06-NUTNRJ000,nutnr_j_cspp_dark_instrument_recovered
CE01ISSP-SP001-06-NUTNRJ000,nutnr_j_cspp_instrument
CE01ISSP-SP001-06-NUTNRJ000,nutnr_j_cspp_instrument_recovered
CE01ISSP-SP001-06-NUTNRJ000,nutnr_j_cspp_metadata
CE01ISSP-SP001-06-NUTNRJ000,nutnr_j_cspp_metadata_recovered
CE01ISSP-SP001-07-SPKIRJ000,spkir_abj_cspp_instrument
CE01ISSP-SP001-07-SPKIRJ000,spkir_abj_cspp_instrument_recovered
CE01ISSP-SP001-07-SPKIRJ000,spkir_abj_cspp_metadata
CE01ISSP-SP001-07-SPKIRJ000,spkir_abj_cspp_metadata_recovered
CE01ISSP-SP001-08-FLORTJ000,flort_dj_cspp_instrument
CE01ISSP-SP001-08-FLORTJ000,flort_dj_cspp_instrument_recovered
CE01ISSP-SP001-08-FLORTJ000,flort_dj_cspp_metadata
CE01ISSP-SP001-08-FLORTJ000,flort_dj_cspp_metadata_recovered
CE01ISSP-SP001-09-CTDPFJ000,ctdpf_j_cspp_instrument
CE01ISSP-SP001-09-CTDPFJ000,ctdpf_j_cspp_instrument_recovered
CE01ISSP-SP001-09-CTDPFJ000,ctdpf_j_cspp_metadata
CE01ISSP-SP001-09-CTDPFJ000,ctdpf_j_cspp_metadata_recovered
CE01ISSP-SP001-10-PARADJ000,parad_j_cspp_instrument
CE01ISSP-SP001-10-PARADJ000,parad_j_cspp_instrument_recovered
CE01ISSP-SP001-10-PARADJ000,parad_j_cspp_metadata
CE01ISSP-SP001-10-PARADJ000,parad_j_cspp_metadata_recovered
CE02SHBP-LJ01D-05-ADCPTB104,adcp_ancillary_system_data
CE02SHBP-LJ01D-05-ADCPTB104,adcp_compass_calibration
CE02SHBP-LJ01D-05-ADCPTB104,adcp_pd0_beam_parsed
CE02SHBP-LJ01D-05-ADCPTB104,adcp_pd0_earth_parsed
CE02SHBP-LJ01D-05-ADCPTB104,adcp_system_configuration
CE02SHBP-LJ01D-05-ADCPTB104,adcp_transmit_path
CE02SHBP-LJ01D-06-CTDBPN106,ctdbp_no_calibration_coefficients
CE02SHBP-LJ01D-06-CTDBPN106,ctdbp_no_configuration
CE02SHBP-LJ01D-06-CTDBPN106,ctdbp_no_hardware
CE02SHBP-LJ01D-06-CTDBPN106,ctdbp_no_optode_settings
CE02SHBP-LJ01D-06-CTDBPN106,ctdbp_no_sample
CE02SHBP-LJ01D-06-CTDBPN106,ctdbp_no_status
CE02SHBP-LJ01D-06-DOSTAD106,ctdbp_no_sample
CE02SHBP-LJ01D-07-VEL3DC108,vel3d_cd_battery_voltage
CE02SHBP-LJ01D-07-VEL3DC108,vel3d_cd_data_header
CE02SHBP-LJ01D-07-VEL3DC108,vel3d_cd_hardware_configuration
CE02SHBP-LJ01D-07-VEL3DC108,vel3d_cd_head_configuration
CE02SHBP-LJ01D-07-VEL3DC108,vel3d_cd_identification_string
CE02SHBP-LJ01D-07-VEL3DC108,vel3d_cd_system_data
CE02SHBP-LJ01D-07-VEL3DC108,vel3d_cd_user_configuration
CE02SHBP-LJ01D-07-VEL3DC108,vel3d_cd_velocity_data
CE02SHBP-LJ01D-07-VEL3DC108,vel3d_clock_data
CE02SHBP-LJ01D-08-OPTAAD106,optaa_sample
CE02SHBP-LJ01D-08-OPTAAD106,optaa_status
CE02SHBP-LJ01D-09-PCO2WB103,pco2w_b_battery_voltage
CE02SHBP-LJ01D-09-PCO2WB103,pco2w_b_configuration
CE02SHBP-LJ01D-09-PCO2WB103,pco2w_b_dev1_data_record
CE02SHBP-LJ01D-09-PCO2WB103,pco2w_b_regular_status
CE02SHBP-LJ01D-09-PCO2WB103,pco2w_b_sami_data_record
CE02SHBP-LJ01D-09-PCO2WB103,pco2w_b_sami_data_record_cal
CE02SHBP-LJ01D-09-PCO2WB103,pco2w_b_thermistor_voltage
CE02SHBP-LJ01D-10-PHSEND103,phsen_battery_voltage
CE02SHBP-LJ01D-10-PHSEND103,phsen_configuration
CE02SHBP-LJ01D-10-PHSEND103,phsen_data_record
CE02SHBP-LJ01D-10-PHSEND103,phsen_regular_status
CE02SHBP-LJ01D-10-PHSEND103,phsen_thermistor_voltage
CE02SHBP-LJ01D-11-HYDBBA106,
CE02SHBP-LJ01D-11-HYDBBA106,antelope_orb_packet_xdh
CE02SHBP-LJ01D-11-HYDBBA106,antelope_orb_packet_ydh
CE02SHBP-MJ01C-07-ZPLSCB101,zplsc_metadata
CE02SHBP-MJ01C-07-ZPLSCB101,zplsc_status
CE02SHBP-MJ01C-08-CAMDSB107,camds_disk_status
CE02SHBP-MJ01C-08-CAMDSB107,camds_health_status
CE02SHBP-MJ01C-08-CAMDSB107,camds_image_metadata
CE02SHBP-MJ01C-08-CAMDSB107,camds_video
CE02SHSM-RID26-01-ADCPTA000,adcps_jln_instrument
CE02SHSM-RID26-01-ADCPTA000,adcpt_acfgm_pd0_dcl_instrument
CE02SHSM-RID26-01-ADCPTA000,adcpt_acfgm_pd0_dcl_instrument_recovered
CE02SHSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics
CE02SHSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata
CE02SHSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata_recovered
CE02SHSM-RID26-04-VELPTA000,velpt_ab_dcl_diagnostics_recovered
CE02SHSM-RID26-04-VELPTA000,velpt_ab_dcl_instrument
CE02SHSM-RID26-04-VELPTA000,velpt_ab_dcl_instrument_recovered
CE02SHSM-RID26-04-VELPTA000,velpt_ab_diagnostics_metadata_recovered
CE02SHSM-RID26-04-VELPTA000,velpt_ab_diagnostics_recovered
CE02SHSM-RID26-04-VELPTA000,velpt_ab_instrument_metadata_recovered
CE02SHSM-RID26-04-VELPTA000,velpt_ab_instrument_recovered
CE02SHSM-RID26-06-PHSEND000,phsen_abcdef_dcl_instrument
CE02SHSM-RID26-06-PHSEND000,phsen_abcdef_dcl_instrument_recovered
CE02SHSM-RID26-06-PHSEND000,phsen_abcdef_dcl_metadata
CE02SHSM-RID26-06-PHSEND000,phsen_abcdef_dcl_metadata_recovered
CE02SHSM-RID26-06-PHSEND000,phsen_abcdef_instrument
CE02SHSM-RID26-06-PHSEND000,phsen_abcdef_metadata
CE02SHSM-RID26-07-NUTNRB000,nutnr_b_dark_instrument_recovered
CE02SHSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_instrument
CE02SHSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_instrument_recovered
CE02SHSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_metadata
CE02SHSM-RID26-07-NUTNRB000,nutnr_b_dcl_conc_metadata_recovered
CE02SHSM-RID26-07-NUTNRB000,nutnr_b_dcl_dark_conc_instrument
CE02SHSM-RID26-07-NUTNRB000,nutnr_b_dcl_dark_conc_instrument_recovered
CE02SHSM-RID26-07-NUTNRB000,nutnr_b_instrument_recovered
CE02SHSM-RID26-07-NUTNRB000,nutnr_b_metadata_recovered
CE02SHSM-RID26-08-SPKIRB000,spkir_abj_dcl_instrument
CE02SHSM-RID26-08-SPKIRB000,spkir_abj_dcl_instrument_recovered
CE02SHSM-RID27-01-OPTAAD000,optaa_dj_dcl_instrument
CE02SHSM-RID27-01-OPTAAD000,optaa_dj_dcl_instrument_recovered
CE02SHSM-RID27-01-OPTAAD000,optaa_dj_dcl_metadata
CE02SHSM-RID27-01-OPTAAD000,optaa_dj_dcl_metadata_recovered
CE02SHSM-RID27-02-FLORTD000,flort_dj_dcl_instrument
CE02SHSM-RID27-02-FLORTD000,flort_dj_dcl_instrument_recovered
CE02SHSM-RID27-03-CTDBPC000,ctdbp_cdef_dcl_instrument
CE02SHSM-RID27-03-CTDBPC000,ctdbp_cdef_dcl_instrument_recovered
CE02SHSM-RID27-03-CTDBPC000,ctdbp_cdef_instrument_recovered
CE02SHSM-RID27-04-DOSTAD000,dosta_abcdjm_dcl_instrument
CE02SHSM-RID27-04-DOSTAD000,dosta_abcdjm_dcl_instrument_recovered
CE02SHSM-SBD11-01-MOPAK0000,mopak_o_dcl_accel
CE02SHSM-SBD11-01-MOPAK0000,mopak_o_dcl_accel_recovered
CE02SHSM-SBD11-01-MOPAK0000,mopak_o_dcl_rate
CE02SHSM-SBD11-01-MOPAK0000,mopak_o_dcl_rate_recovered
CE02SHSM-SBD11-02-HYDGN0000,hyd_o_dcl_instrument
CE02SHSM-SBD11-02-HYDGN0000,hyd_o_dcl_instrument_recovered
CE02SHSM-SBD11-04-VELPTA000,velpt_ab_dcl_diagnostics
CE02SHSM-SBD11-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata
CE02SHSM-SBD11-04-VELPTA000,velpt_ab_dcl_diagnostics_metadata_recovered
CE02SHSM-SBD11-04-VELPTA000,velpt_ab_dcl_diagnostics_recovered
CE02SHSM-SBD11-04-VELPTA000,velpt_ab_dcl_instrument
CE02SHSM-SBD11-04-VELPTA000,velpt_ab_dcl_instrument_recovered
CE02SHSM-SBD11-04-VELPTA000,velpt_ab_diagnostics_metadata_recovered
CE02SHSM-SBD11-04-VELPTA000,velpt_ab_diagnostics_recovered
CE02SHSM-SBD11-04-VELPTA000,velpt_ab_instrument_metadata_recovered
CE02SHSM-SBD11-04-VELPTA000,velpt_ab_instrument_recovered
CE02SHSM-SBD11-06-METBKA000,metbk_a_dcl_instrument
CE02SHSM-SBD11-06-METBKA000,metbk_a_dcl_instrument_recovered
CE02SHSM-SBD11-06-METBKA000,metbk_hourly
CE02SHSM-SBD12-03-HYDGN0000,hyd_o_dcl_instrument
CE02SHSM-SBD12-03-HYDGN0000,hyd_o_dcl_instrument_recovered
CE02SHSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_air
CE02SHSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_air_recovered
CE02SHSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_water
CE02SHSM-SBD12-04-PCO2AA000,pco2a_a_dcl_instrument_water_recovered
CE02SHSM-SBD12-05-WAVSSA000,wavss_a_dcl_fourier
CE02SHSM-SBD12-05-WAVSSA000,wavss_a_dcl_fourier_recovered
CE02SHSM-SBD12-05-WAVSSA000,wavss_a_dcl_mean_directional
CE02SHSM-SBD12-05-WAVSSA000,wavss_a_dcl_mean_directional_recovered
CE02SHSM-SBD12-05-WAVSSA000,wavss_a_dcl_motion
CE02SHSM-SBD12-05-WAVSSA000,wavss_a_dcl_motion_recovered
CE02SHSM-SBD12-05-WAVSSA000,wavss_a_dcl_non_directional
CE02SHSM-SBD12-05-WAVSSA000,wavss_a_dcl_non_directional_recovered
CE02SHSM-SBD12-05-WAVSSA000,wavss_a_dcl_statistics
CE02SHSM-SBD12-05-WAVSSA000,wavss_a_dcl_statistics_recovered
CE02SHSM-SBD12-08-FDCHPA000,fdchp_a_dcl_instrument
CE02SHSM-SBD12-08-FDCHPA000,fdchp_a_dcl_instrument_recovered
CE02SHSM-SBD12-08-FDCHPA000,fdchp_a_instrument_recovered
CE04OSBP-LJ01C-05-ADCPSI103,adcp_ancillary_system_data
CE04OSBP-LJ01C-05-ADCPSI103,adcp_compass_calibration
CE04OSBP-LJ01C-05-ADCPSI103,adcp_pd0_beam_parsed
CE04OSBP-LJ01C-05-ADCPSI103,adcp_pd0_earth_parsed
CE04OSBP-LJ01C-05-ADCPSI103,adcp_system_configuration
CE04OSBP-LJ01C-05-ADCPSI103,adcp_transmit_path
CE04OSBP-LJ01C-06-CTDBPO108,ctdbp_no_calibration_coefficients
CE04OSBP-LJ01C-06-CTDBPO108,ctdbp_no_configuration
CE04OSBP-LJ01C-06-CTDBPO108,ctdbp_no_hardware
CE04OSBP-LJ01C-06-CTDBPO108,ctdbp_no_optode_settings
CE04OSBP-LJ01C-06-CTDBPO108,ctdbp_no_sample
CE04OSBP-LJ01C-06-CTDBPO108,ctdbp_no_status
CE04OSBP-LJ01C-06-DOSTAD108,ctdbp_no_sample
CE04OSBP-LJ01C-07-VEL3DC107,vel3d_cd_battery_voltage
CE04OSBP-LJ01C-07-VEL3DC107,vel3d_cd_data_header
CE04OSBP-LJ01C-07-VEL3DC107,vel3d_cd_hardware_configuration
CE04OSBP-LJ01C-07-VEL3DC107,vel3d_cd_head_configuration
CE04OSBP-LJ01C-07-VEL3DC107,vel3d_cd_identification_string
CE04OSBP-LJ01C-07-VEL3DC107,vel3d_cd_system_data
CE04OSBP-LJ01C-07-VEL3DC107,vel3d_cd_user_configuration
CE04OSBP-LJ01C-07-VEL3DC107,vel3d_cd_velocity_data
CE04OSBP-LJ01C-07-VEL3DC107,vel3d_clock_data
CE04OSBP-LJ01C-08-OPTAAC104,optaa_sample
CE04OSBP-LJ01C-08-OPTAAC104,optaa_status
CE04OSBP-LJ01C-09-PCO2WB104,pco2w_b_battery_voltage
CE04OSBP-LJ01C-09-PCO2WB104,pco2w_b_configuration
CE04OSBP-LJ01C-09-PCO2WB104,pco2w_b_dev1_data_record
CE04OSBP-LJ01C-09-PCO2WB104,pco2w_b_regular_status
CE04OSBP-LJ01C-09-PCO2WB104,pco2w_b_sami_data_record
CE04OSBP-LJ01C-09-PCO2WB104,pco2w_b_sami_data_record_cal
CE04OSBP-LJ01C-09-PCO2WB104,pco2w_b_thermistor_voltage
CE04OSBP-LJ01C-10-PHSEND107,phsen_battery_voltage
CE04OSBP-LJ01C-10-PHSEND107,phsen_configuration
CE04OSBP-LJ01C-10-PHSEND107,phsen_data_record
CE04OSBP-LJ01C-10-PHSEND107,phsen_regular_status
CE04OSBP-LJ01C-10-PHSEND107,phsen_thermistor_voltage
CE04OSBP-LJ01C-11-HYDBBA105,
CE04OSBP-LJ01C-11-HYDBBA105,antelope_orb_packet_xdh
CE04OSBP-LJ01C-11-HYDBBA105,antelope_orb_packet_ydh
CE04OSBP-LV01C-06-CAMDSB106,camds_disk_status
CE04OSBP-LV01C-06-CAMDSB106,camds_health_status
CE04OSBP-LV01C-06-CAMDSB106,camds_image_metadata
CE04OSBP-LV01C-06-CAMDSB106,camds_video
CE04OSPD-DP01B-01-CTDPFL105,dpc_ctd_instrument
CE04OSPD-DP01B-02-VEL3DA105,dpc_acm_instrument
CE04OSPD-DP01B-04-FLCDRA103,dpc_flcdrtd_instrument
CE04OSPD-DP01B-04-FLNTUA103,dpc_flnturtd_instrument
CE04OSPD-DP01B-06-DOSTAD105,dpc_optode_instrument
CE04OSPS-PC01B-05-ZPLSCB102,zplsc_metadata
CE04OSPS-PC01B-05-ZPLSCB102,zplsc_status
CE04OSPS-PC01B-4A-CTDPFA109,ctdpf_optode_calibration_coefficients
CE04OSPS-PC01B-4A-CTDPFA109,ctdpf_optode_configuration
CE04OSPS-PC01B-4A-CTDPFA109,ctdpf_optode_hardware
CE04OSPS-PC01B-4A-CTDPFA109,ctdpf_optode_sample
CE04OSPS-PC01B-4A-CTDPFA109,ctdpf_optode_settings
CE04OSPS-PC01B-4A-CTDPFA109,ctdpf_optode_status
CE04OSPS-PC01B-4A-DOSTAD109,ctdpf_optode_sample
CE04OSPS-PC01B-4B-PHSENA106,phsen_battery_voltage
CE04OSPS-PC01B-4B-PHSENA106,phsen_configuration
CE04OSPS-PC01B-4B-PHSENA106,phsen_data_record
CE04OSPS-PC01B-4B-PHSENA106,phsen_regular_status
CE04OSPS-PC01B-4B-PHSENA106,phsen_thermistor_voltage
CE04OSPS-PC01B-4C-PCO2WA105,pco2w_a_battery_voltage
CE04OSPS-PC01B-4C-PCO2WA105,pco2w_a_configuration
CE04OSPS-PC01B-4C-PCO2WA105,pco2w_a_regular_status
CE04OSPS-PC01B-4C-PCO2WA105,pco2w_a_sami_data_record
CE04OSPS-PC01B-4C-PCO2WA105,pco2w_a_sami_data_record_cal
CE04OSPS-PC01B-4C-PCO2WA105,pco2w_a_thermistor_voltage
CE04OSPS-SF01B-2A-CTDPFA107,ctdpf_sbe43_calibration_coefficients
CE04OSPS-SF01B-2A-CTDPFA107,ctdpf_sbe43_configuration
CE04OSPS-SF01B-2A-CTDPFA107,ctdpf_sbe43_hardware
CE04OSPS-SF01B-2A-CTDPFA107,ctdpf_sbe43_sample
CE04OSPS-SF01B-2A-CTDPFA107,ctdpf_sbe43_status
CE04OSPS-SF01B-2A-DOFSTA107,ctdpf_sbe43_sample
CE04OSPS-SF01B-2B-PHSENA108,phsen_battery_voltage
CE04OSPS-SF01B-2B-PHSENA108,phsen_configuration
CE04OSPS-SF01B-2B-PHSENA108,phsen_data_record
CE04OSPS-SF01B-2B-PHSENA108,phsen_regular_status
CE04OSPS-SF01B-2B-PHSENA108,phsen_thermistor_voltage
CE04OSPS-SF01B-3A-FLORTD104,flort_d_data_record
CE04OSPS-SF01B-3A-FLORTD104,flort_d_status
CE04OSPS-SF01B-3B-OPTAAD105,optaa_sample
CE04OSPS-SF01B-3B-OPTAAD105,optaa_status
CE04OSPS-SF01B-3C-PARADA102,parad_sa_config
CE04OSPS-SF01B-3C-PARADA102,parad_sa_sample
CE04OSPS-SF01B-3D-SPKIRA102,spkir_a_configuration_record
CE04OSPS-SF01B-3D-SPKIRA102,spkir_data_record
CE04OSPS-SF01B-4A-NUTNRA102,nutnr_a_dark_sample
CE04OSPS-SF01B-4A-NUTNRA102,nutnr_a_sample
CE04OSPS-SF01B-4A-NUTNRA102,nutnr_a_status
CE04OSPS-SF01B-4A-NUTNRA102,nutnr_a_test
CE04OSPS-SF01B-4B-VELPTD106,velpt_battery_voltage
CE04OSPS-SF01B-4B-VELPTD106,velpt_clock_data
CE04OSPS-SF01B-4B-VELPTD106,velpt_hardware_configuration
CE04OSPS-SF01B-4B-VELPTD106,velpt_head_configuration
CE04OSPS-SF01B-4B-VELPTD106,velpt_identification_string
CE04OSPS-SF01B-4B-VELPTD106,velpt_user_configuration
CE04OSPS-SF01B-4B-VELPTD106,velpt_velocity_data
